city,latitude,longitude,forecast_date,temp_max,temp_min,precipitation_mm,precipitation_prob,wind_speed_max,wind_gust_max,weather_code,extracted_at
Douar Toulal,33.875,-5.625,2026-09-23,34.5,18.7,0.0,0,15.4,35.6,1,2026-09-21 10:26:43
Douar Toulal,33.875,-5.625,2026-09-24,35.5,19.7,0.0,0,13.1,29.9,0,2026-09-21 10:26:43
Douar Toulal,33.875,-5.625,2026-09-25,35.3,18.6,0.0,0,13.3,31.0,0,2026-09-21 10:26:43
Douar Toulal,33.875,-5.625,2026-09-26,36.3,19.3,0.0,0,16.6,37.8,3,2026-09-21 10:26:43
Douar Toulal,33.875,-5.625,2026-09-27,33.9,21.2,0.0,0,14.0,27.4,3,2026-09-21 10:26:43
El Aïoun,34.5625,-2.5,2026-09-21,29.3,18.0,0.0,0,16.6,28.4,45,2026-09-21 10:26:33
El Aïoun,34.5625,-2.5,2026-09-22,29.5,14.8,0.0,0,14.5,24.1,45,2026-09-21 10:26:33
El Aïoun,34.5625,-2.5,2026-09-23,30.9,15.8,0.0,0,18.1,29.9,1,2026-09-21 10:26:33
El Aïoun,34.5625,-2.5,2026-09-24,31.2,16.5,0.0,0,18.4,33.5,0,2026-09-21 10:26:33
El Aïoun,34.5625,-2.5,2026-09-25,31.8,14.1,0.0,0,11.9,25.9,0,2026-09-21 10:26:33
El Aïoun,34.5625,-2.5,2026-09-26,33.1,14.4,0.0,0,16.7,36.7,3,2026-09-21 10:26:33
El Aïoun,34.5625,-2.5,2026-09-27,32.4,15.3,0.0,0,19.2,32.0,3,2026-09-21 10:26:33
El Hajeb,33.6875,-5.375,2026-09-21,32.3,21.7,0.0,0,21.8,45.7,2,2026-09-21 10:26:33
El Hajeb,33.6875,-5.375,2026-09-22,30.7,20.5,0.0,0,18.9,39.6,2,2026-09-21 10:26:33
El Hajeb,33.6875,-5.375,2026-09-23,31.1,19.5,0.0,0,17.7,37.1,3,2026-09-21 10:26:33
El Hajeb,33.6875,-5.375,2026-09-24,32.3,20.9,0.0,0,18.8,36.7,0,2026-09-21 10:26:33
El Hajeb,33.6875,-5.375,2026-09-25,31.7,19.7,0.0,0,17.0,34.9,0,2026-09-21 10:26:33
El Hajeb,33.6875,-5.375,2026-09-26,32.9,20.4,0.0,0,22.5,49.7,3,2026-09-21 10:26:33
El Hajeb,33.6875,-5.375,2026-09-27,30.7,20.3,0.0,4,15.6,31.3,3,2026-09-21 10:26:33
El Jadid,33.25,-8.4375,2026-09-21,27.9,21.0,0.0,0,15.1,27.7,2,2026-09-21 10:26:00
El Jadid,33.25,-8.4375,2026-09-22,27.0,19.6,0.0,0,15.5,28.1,45,2026-09-21 10:26:00
El Jadid,33.25,-8.4375,2026-09-23,25.9,20.5,0.0,0,15.4,27.7,45,2026-09-21 10:26:00
El Jadid,33.25,-8.4375,2026-09-24,27.5,20.1,0.0,0,12.8,23.4,45,2026-09-21 10:26:00
El Jadid,33.25,-8.4375,2026-09-25,26.8,20.9,0.0,0,14.9,27.7,45,2026-09-21 10:26:00
El Jadid,33.25,-8.4375,2026-09-26,26.9,20.6,0.0,0,10.5,22.0,3,2026-09-21 10:26:00
El Jadid,33.25,-8.4375,2026-09-27,27.4,21.2,0.0,0,13.0,27.0,45,2026-09-21 10:26:00
El Kelaa des Srarhna,32.0625,-7.375,2026-09-21,38.0,23.4,0.0,0,18.4,33.5,2,2026-09-21 10:26:11
El Kelaa des Srarhna,32.0625,-7.375,2026-09-22,36.6,22.5,0.0,0,15.3,26.3,0,2026-09-21 10:26:11
El Kelaa des Srarhna,32.0625,-7.375,2026-09-23,36.3,20.4,0.0,0,11.2,19.1,2,2026-09-21 10:26:11
El Kelaa des Srarhna,32.0625,-7.375,2026-09-24,37.2,20.0,0.0,0,14.8,26.3,0,2026-09-21 10:26:11
El Kelaa des Srarhna,32.0625,-7.375,2026-09-25,36.8,20.7,0.0,0,14.7,25.2,1,2026-09-21 10:26:11
El Kelaa des Srarhna,32.0625,-7.375,2026-09-26,34.3,19.6,0.0,3,14.0,25.2,3,2026-09-21 10:26:11
El Kelaa des Srarhna,32.0625,-7.375,2026-09-27,34.2,21.9,0.0,3,18.1,30.6,3,2026-09-21 10:26:11
Errachidia,31.9375,-4.4375,2026-09-21,30.2,19.7,0.1,18,16.1,33.1,2,2026-09-21 10:26:14
Errachidia,31.9375,-4.4375,2026-09-22,30.4,19.5,0.0,0,10.4,22.7,3,2026-09-21 10:26:14
Errachidia,31.9375,-4.4375,2026-09-23,29.7,18.6,0.0,0,8.5,19.1,3,2026-09-21 10:26:14
Errachidia,31.9375,-4.4375,2026-09-24,29.8,18.9,0.0,0,11.2,24.8,2,2026-09-21 10:26:14
Errachidia,31.9375,-4.4375,2026-09-25,31.7,19.6,0.0,0,10.0,19.4,2,2026-09-21 10:26:14
Errachidia,31.9375,-4.4375,2026-09-26,31.0,20.0,0.0,2,14.8,25.2,3,2026-09-21 10:26:14
Errachidia,31.9375,-4.4375,2026-09-27,28.4,21.0,0.3,7,9.9,21.6,3,2026-09-21 10:26:14
Essaouira,31.5,-9.75,2026-09-21,27.2,18.6,0.0,0,9.4,17.3,45,2026-09-21 10:26:18
Essaouira,31.5,-9.75,2026-09-22,27.7,19.6,0.0,0,15.3,29.2,3,2026-09-21 10:26:18
Essaouira,31.5,-9.75,2026-09-23,27.3,19.5,0.0,0,18.8,36.7,3,2026-09-21 10:26:18
Essaouira,31.5,-9.75,2026-09-24,25.2,16.6,0.0,0,14.1,27.0,45,2026-09-21 10:26:18
Essaouira,31.5,-9.75,2026-09-25,24.6,17.2,0.0,0,17.0,32.8,45,2026-09-21 10:26:18
Essaouira,31.5,-9.75,2026-09-26,25.6,18.3,0.0,0,9.8,19.1,45,2026-09-21 10:26:18
Essaouira,31.5,-9.75,2026-09-27,26.7,19.6,0.0,0,12.9,25.9,3,2026-09-21 10:26:18
Fnidq,35.8125,-5.375,2026-09-21,25.1,21.7,0.1,0,26.6,49.7,2,2026-09-21 10:26:20
Fnidq,35.8125,-5.375,2026-09-22,24.8,20.5,0.0,0,22.1,41.8,3,2026-09-21 10:26:20
Fnidq,35.8125,-5.375,2026-09-23,24.2,20.6,0.0,0,20.3,38.5,3,2026-09-21 10:26:20
Fnidq,35.8125,-5.375,2026-09-24,24.9,21.4,0.0,0,20.6,39.6,45,2026-09-21 10:26:20
Fnidq,35.8125,-5.375,2026-09-25,26.0,20.2,0.0,0,8.2,18.7,45,2026-09-21 10:26:20
Fnidq,35.8125,-5.375,2026-09-26,24.3,19.2,0.0,0,14.3,24.8,45,2026-09-21 10:26:20
Fnidq,35.8125,-5.375,2026-09-27,24.8,21.3,0.0,2,19.1,34.2,3,2026-09-21 10:26:20
Fès,34.0625,-5.0,2026-09-21,35.9,21.6,0.0,0,11.7,30.2,1,2026-09-21 10:25:55
Fès,34.0625,-5.0,2026-09-22,34.5,20.3,0.0,0,11.7,31.3,1,2026-09-21 10:25:55
Fès,34.0625,-5.0,2026-09-23,34.9,20.0,0.0,0,10.2,26.6,0,2026-09-21 10:25:55
Fès,34.0625,-5.0,2026-09-24,35.9,21.3,0.0,0,11.0,29.2,0,2026-09-21 10:25:55
Fès,34.0625,-5.0,2026-09-25,35.4,21.2,0.0,0,11.3,29.2,0,2026-09-21 10:25:55
Fès,34.0625,-5.0,2026-09-26,36.4,20.6,0.0,0,22.1,50.4,3,2026-09-21 10:25:55
Fès,34.0625,-5.0,2026-09-27,35.1,23.4,0.0,0,8.1,22.0,3,2026-09-21 10:25:55
Guelmim,28.998241,-10.114685,2026-09-21,40.1,22.2,0.0,0,22.3,37.8,3,2026-09-21 10:26:07
Guelmim,28.998241,-10.114685,2026-09-22,39.4,27.2,0.0,12,19.3,35.6,3,2026-09-21 10:26:07
Guelmim,28.998241,-10.114685,2026-09-23,40.4,24.9,0.0,0,26.4,43.6,3,2026-09-21 10:26:07
Guelmim,28.998241,-10.114685,2026-09-24,38.6,20.6,0.0,0,24.0,40.3,0,2026-09-21 10:26:07
Guelmim,28.998241,-10.114685,2026-09-25,34.9,17.1,0.0,0,17.6,34.2,3,2026-09-21 10:26:07
Guelmim,28.998241,-10.114685,2026-09-26,34.6,17.7,0.0,0,19.9,37.4,3,2026-09-21 10:26:07
Guelmim,28.998241,-10.114685,2026-09-27,29.6,20.2,0.0,0,11.8,27.0,3,2026-09-21 10:26:07
Guercif,34.25,-3.375,2026-09-21,30.7,20.5,0.0,0,26.8,49.7,3,2026-09-21 10:26:19
Guercif,34.25,-3.375,2026-09-22,31.3,17.2,0.0,0,20.0,37.1,3,2026-09-21 10:26:19
Guercif,34.25,-3.375,2026-09-23,31.8,15.6,0.0,0,26.0,47.5,3,2026-09-21 10:26:19
Guercif,34.25,-3.375,2026-09-24,32.3,17.9,0.0,0,26.5,55.4,0,2026-09-21 10:26:19
Guercif,34.25,-3.375,2026-09-25,33.1,16.4,0.0,0,20.6,41.4,0,2026-09-21 10:26:19
Guercif,34.25,-3.375,2026-09-26,34.3,15.0,0.0,0,28.1,47.5,3,2026-09-21 10:26:19
Guercif,34.25,-3.375,2026-09-27,32.4,16.3,0.0,0,23.3,39.6,3,2026-09-21 10:26:19
Imi-n-Tanout,31.1875,-8.875,2026-09-21,34.7,23.6,0.0,0,25.8,44.6,3,2026-09-21 10:26:44
Imi-n-Tanout,31.1875,-8.875,2026-09-22,33.4,23.2,0.0,0,23.1,39.6,2,2026-09-21 10:26:44
Imi-n-Tanout,31.1875,-8.875,2026-09-23,33.0,22.2,0.0,0,20.1,33.8,0,2026-09-21 10:26:44
Imi-n-Tanout,31.1875,-8.875,2026-09-24,33.1,21.8,0.0,0,17.7,33.5,0,2026-09-21 10:26:44
Imi-n-Tanout,31.1875,-8.875,2026-09-25,32.0,22.2,0.0,0,15.0,28.4,3,2026-09-21 10:26:44
Imi-n-Tanout,31.1875,-8.875,2026-09-26,30.4,22.2,0.0,0,17.7,28.8,3,2026-09-21 10:26:44
Imi-n-Tanout,31.1875,-8.875,2026-09-27,29.6,19.9,0.0,0,17.1,33.8,3,2026-09-21 10:26:44
Imzouren,35.125,-3.875,2026-09-21,29.3,19.3,0.0,0,18.8,34.2,1,2026-09-21 10:26:37
Imzouren,35.125,-3.875,2026-09-22,27.1,18.0,0.0,0,14.8,26.6,3,2026-09-21 10:26:37
Imzouren,35.125,-3.875,2026-09-23,27.0,17.3,0.0,0,13.7,24.5,2,2026-09-21 10:26:37
Imzouren,35.125,-3.875,2026-09-24,28.0,18.4,0.0,0,14.6,28.4,2,2026-09-21 10:26:37
Imzouren,35.125,-3.875,2026-09-25,28.5,18.0,0.0,0,10.1,20.5,0,2026-09-21 10:26:37
Imzouren,35.125,-3.875,2026-09-26,32.4,19.6,0.0,0,13.4,25.9,3,2026-09-21 10:26:37
Imzouren,35.125,-3.875,2026-09-27,28.0,18.3,0.0,0,10.2,19.8,3,2026-09-21 10:26:37
Inezgane,30.375,-9.5625,2026-09-21,36.1,20.8,0.0,0,11.1,33.1,3,2026-09-21 10:26:05
Inezgane,30.375,-9.5625,2026-09-22,33.4,23.6,0.0,0,13.9,40.3,3,2026-09-21 10:26:05
Inezgane,30.375,-9.5625,2026-09-23,36.1,22.7,0.0,0,13.0,33.8,1,2026-09-21 10:26:05
Inezgane,30.375,-9.5625,2026-09-24,31.2,20.1,0.0,0,9.5,25.9,0,2026-09-21 10:26:05
Inezgane,30.375,-9.5625,2026-09-25,24.7,18.7,0.0,0,11.9,35.3,45,2026-09-21 10:26:05
Inezgane,30.375,-9.5625,2026-09-26,28.0,19.0,0.0,0,13.8,27.7,45,2026-09-21 10:26:05
Inezgane,30.375,-9.5625,2026-09-27,29.2,20.7,0.0,0,14.8,30.2,3,2026-09-21 10:26:05
Jerada,34.3125,-2.1875,2026-09-21,27.2,17.3,0.0,0,20.1,39.6,3,2026-09-21 10:26:33
Jerada,34.3125,-2.1875,2026-09-22,27.7,15.8,0.0,0,20.4,40.0,3,2026-09-21 10:26:33
Jerada,34.3125,-2.1875,2026-09-23,28.8,16.8,0.0,0,23.9,46.4,3,2026-09-21 10:26:33
Jerada,34.3125,-2.1875,2026-09-24,29.4,18.1,0.0,0,21.8,41.4,1,2026-09-21 10:26:33
Jerada,34.3125,-2.1875,2026-09-25,30.0,17.4,0.0,3,21.3,45.4,0,2026-09-21 10:26:33
Jerada,34.3125,-2.1875,2026-09-26,29.9,14.3,0.0,0,14.7,24.1,3,2026-09-21 10:26:33
Jerada,34.3125,-2.1875,2026-09-27,31.2,12.8,0.0,0,17.6,32.4,3,2026-09-21 10:26:33
Kenitra,34.25,-6.5625,2026-09-21,33.6,19.6,0.0,0,12.2,30.6,2,2026-09-21 10:25:57
Kenitra,34.25,-6.5625,2026-09-22,32.4,19.3,0.0,0,10.5,26.3,45,2026-09-21 10:25:57
Kenitra,34.25,-6.5625,2026-09-23,31.4,19.9,0.0,0,14.0,35.3,45,2026-09-21 10:25:57
Kenitra,34.25,-6.5625,2026-09-24,34.0,19.2,0.0,0,13.5,35.6,0,2026-09-21 10:25:57
Kenitra,34.25,-6.5625,2026-09-25,34.3,18.2,0.0,0,13.9,35.3,0,2026-09-21 10:25:57
Kenitra,34.25,-6.5625,2026-09-26,32.7,16.9,0.0,0,15.0,33.8,3,2026-09-21 10:25:57
Kenitra,34.25,-6.5625,2026-09-27,28.0,20.7,0.0,0,11.2,26.3,45,2026-09-21 10:25:57
Khénifra,32.9375,-5.6875,2026-09-21,34.3,19.6,0.0,0,18.0,36.4,2,2026-09-21 10:26:07
Khénifra,32.9375,-5.6875,2026-09-22,32.9,16.8,0.0,0,17.1,32.4,2,2026-09-21 10:26:07
Khénifra,32.9375,-5.6875,2026-09-23,33.2,16.7,0.0,0,10.2,19.8,1,2026-09-21 10:26:07
Khénifra,32.9375,-5.6875,2026-09-24,34.7,17.1,0.0,0,16.1,30.6,1,2026-09-21 10:26:07
Khénifra,32.9375,-5.6875,2026-09-25,34.4,17.2,0.0,0,17.8,31.7,3,2026-09-21 10:26:07
Khénifra,32.9375,-5.6875,2026-09-26,34.5,18.8,0.0,0,13.2,28.1,3,2026-09-21 10:26:07
Khénifra,32.9375,-5.6875,2026-09-27,32.6,19.7,0.3,7,8.7,17.6,3,2026-09-21 10:26:07
Kouribga,32.875,-6.875,2026-09-21,34.9,22.1,0.0,0,22.4,43.2,2,2026-09-21 10:26:03
Kouribga,32.875,-6.875,2026-09-22,34.1,20.7,0.0,0,20.2,40.0,1,2026-09-21 10:26:03
Kouribga,32.875,-6.875,2026-09-23,33.8,19.1,0.0,0,19.8,37.8,1,2026-09-21 10:26:03
Kouribga,32.875,-6.875,2026-09-24,35.4,20.2,0.0,0,20.3,39.2,0,2026-09-21 10:26:03
Kouribga,32.875,-6.875,2026-09-25,34.8,20.4,0.0,0,18.7,36.0,3,2026-09-21 10:26:03
Kouribga,32.875,-6.875,2026-09-26,34.9,19.3,0.0,0,15.7,37.1,3,2026-09-21 10:26:03
Kouribga,32.875,-6.875,2026-09-27,33.0,19.9,0.0,0,13.5,28.4,3,2026-09-21 10:26:03
Ksar El Kebir,35.0,-5.875,2026-09-21,36.8,21.8,0.0,0,14.3,27.4,0,2026-09-21 10:26:07
Ksar El Kebir,35.0,-5.875,2026-09-22,35.7,20.2,0.0,0,14.9,31.7,1,2026-09-21 10:26:07
Ksar El Kebir,35.0,-5.875,2026-09-23,35.3,19.0,0.0,0,15.8,30.2,1,2026-09-21 10:26:07
Ksar El Kebir,35.0,-5.875,2026-09-24,36.9,19.2,0.0,0,17.3,34.2,0,2026-09-21 10:26:07
Ksar El Kebir,35.0,-5.875,2026-09-25,36.0,18.5,0.0,0,19.6,36.4,0,2026-09-21 10:26:07
Ksar El Kebir,35.0,-5.875,2026-09-26,37.4,17.2,0.0,0,16.4,33.8,3,2026-09-21 10:26:07
Ksar El Kebir,35.0,-5.875,2026-09-27,34.3,18.4,0.0,0,12.8,25.2,3,2026-09-21 10:26:07
Larache,35.1875,-6.125,2026-09-21,33.6,21.2,0.0,0,15.0,28.1,0,2026-09-21 10:26:06
Larache,35.1875,-6.125,2026-09-22,32.7,19.5,0.0,0,15.4,29.2,1,2026-09-21 10:26:06
Larache,35.1875,-6.125,2026-09-23,30.7,18.6,0.0,0,14.8,27.7,1,2026-09-21 10:26:06
Larache,35.1875,-6.125,2026-09-24,33.9,17.9,0.0,0,15.9,29.5,0,2026-09-21 10:26:06
Larache,35.1875,-6.125,2026-09-25,31.3,18.1,0.0,0,17.2,32.4,0,2026-09-21 10:26:06
Larache,35.1875,-6.125,2026-09-26,33.2,16.9,0.0,0,14.2,25.9,3,2026-09-21 10:26:06
Larache,35.1875,-6.125,2026-09-27,29.4,17.2,0.0,0,12.0,23.0,3,2026-09-21 10:26:06
Laâyoune,27.170473,-13.229401,2026-09-21,36.8,21.7,0.0,0,26.9,50.4,3,2026-09-21 10:25:59
Laâyoune,27.170473,-13.229401,2026-09-22,36.5,21.5,0.0,0,21.8,42.8,3,2026-09-21 10:25:59
Laâyoune,27.170473,-13.229401,2026-09-23,42.1,25.8,0.0,4,26.2,50.0,1,2026-09-21 10:25:59
Laâyoune,27.170473,-13.229401,2026-09-24,41.3,25.4,0.0,0,24.2,43.2,2,2026-09-21 10:25:59
Laâyoune,27.170473,-13.229401,2026-09-25,32.6,20.5,0.0,0,21.1,42.1,3,2026-09-21 10:25:59
Laâyoune,27.170473,-13.229401,2026-09-26,32.0,21.5,0.0,0,16.9,36.7,3,2026-09-21 10:25:59
Laâyoune,27.170473,-13.229401,2026-09-27,29.3,21.4,0.6,2,15.3,32.8,51,2026-09-21 10:25:59
Lqoliaa,30.3125,-9.4375,2026-09-21,40.4,21.5,0.0,0,16.3,33.8,3,2026-09-21 10:26:11
Lqoliaa,30.3125,-9.4375,2026-09-22,38.0,23.4,0.0,0,21.7,46.1,3,2026-09-21 10:26:11
Lqoliaa,30.3125,-9.4375,2026-09-23,40.2,22.8,0.0,0,21.2,45.0,0,2026-09-21 10:26:11
Lqoliaa,30.3125,-9.4375,2026-09-24,37.3,22.0,0.0,0,16.5,35.6,0,2026-09-21 10:26:11
Lqoliaa,30.3125,-9.4375,2026-09-25,28.0,18.7,0.0,0,20.2,42.8,3,2026-09-21 10:26:11
Lqoliaa,30.3125,-9.4375,2026-09-26,25.8,18.5,0.0,0,16.9,37.1,45,2026-09-21 10:26:11
Lqoliaa,30.3125,-9.4375,2026-09-27,26.3,19.6,0.0,0,18.9,41.0,3,2026-09-21 10:26:11
Marrakech,31.625,-8.0,2026-09-21,38.4,24.3,0.0,5,17.9,44.6,3,2026-09-21 10:25:56
Marrakech,31.625,-8.0,2026-09-22,37.4,21.3,0.0,0,14.5,37.4,0,2026-09-21 10:25:56
Marrakech,31.625,-8.0,2026-09-23,36.8,19.9,0.0,0,9.9,29.5,0,2026-09-21 10:25:56
Marrakech,31.625,-8.0,2026-09-24,37.1,20.0,0.0,0,12.6,33.5,1,2026-09-21 10:25:56
Marrakech,31.625,-8.0,2026-09-25,36.9,20.9,0.0,0,8.7,27.0,3,2026-09-21 10:25:56
Marrakech,31.625,-8.0,2026-09-26,33.3,21.5,0.0,0,12.0,22.3,3,2026-09-21 10:25:56
Marrakech,31.625,-8.0,2026-09-27,34.4,22.8,0.0,0,8.8,18.7,3,2026-09-21 10:25:56
Martil,35.625,-5.3125,2026-09-21,24.7,21.9,0.5,0,21.3,43.6,2,2026-09-21 10:26:16
Martil,35.625,-5.3125,2026-09-22,24.5,21.0,0.0,0,16.9,36.4,3,2026-09-21 10:26:16
Martil,35.625,-5.3125,2026-09-23,24.2,20.1,0.0,0,17.4,37.1,3,2026-09-21 10:26:16
Martil,35.625,-5.3125,2026-09-24,25.0,21.0,0.0,0,19.1,38.2,2,2026-09-21 10:26:16
Martil,35.625,-5.3125,2026-09-25,25.5,20.7,0.0,0,10.3,24.5,45,2026-09-21 10:26:16
Martil,35.625,-5.3125,2026-09-26,24.4,19.8,0.0,0,14.3,24.8,3,2026-09-21 10:26:16
Martil,35.625,-5.3125,2026-09-27,24.8,21.3,0.0,0,19.1,34.2,3,2026-09-21 10:26:16
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-21,37.9,24.7,0.0,0,18.3,33.8,1,2026-09-21 10:26:39
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-22,36.2,20.4,0.0,0,15.3,29.5,0,2026-09-21 10:26:39
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-23,36.5,17.8,0.0,0,18.5,33.5,0,2026-09-21 10:26:39
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-24,38.3,21.3,0.0,0,14.8,37.1,0,2026-09-21 10:26:39
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-25,37.4,19.2,0.0,0,15.6,31.7,0,2026-09-21 10:26:39
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-26,39.6,17.1,0.0,0,15.3,30.2,3,2026-09-21 10:26:39
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-27,35.9,20.1,0.0,3,15.0,34.6,45,2026-09-21 10:26:39
Mediouna,33.4375,-7.5,2026-09-21,37.9,20.4,0.0,0,20.4,36.4,1,2026-09-21 10:26:37
Mediouna,33.4375,-7.5,2026-09-22,35.0,18.6,0.0,0,17.4,31.7,2,2026-09-21 10:26:37
Mediouna,33.4375,-7.5,2026-09-23,33.8,18.1,0.0,0,17.3,31.7,45,2026-09-21 10:26:37
Mediouna,33.4375,-7.5,2026-09-24,33.7,18.4,0.0,0,17.2,31.7,0,2026-09-21 10:26:37
Mediouna,33.4375,-7.5,2026-09-25,33.8,17.9,0.0,0,18.4,33.5,3,2026-09-21 10:26:37
Mediouna,33.4375,-7.5,2026-09-26,28.7,18.4,0.0,0,11.4,30.6,3,2026-09-21 10:26:37
Mediouna,33.4375,-7.5,2026-09-27,28.1,20.5,0.0,0,12.2,33.8,3,2026-09-21 10:26:37
Mehdya,34.25,-6.625,2026-09-21,32.0,19.8,0.0,0,12.0,27.0,2,2026-09-21 10:26:23
Mehdya,34.25,-6.625,2026-09-22,30.8,19.7,0.0,0,9.2,22.3,45,2026-09-21 10:26:23
Mehdya,34.25,-6.625,2026-09-23,29.3,20.3,0.0,0,15.2,33.8,45,2026-09-21 10:26:23
Mehdya,34.25,-6.625,2026-09-24,33.5,19.3,0.0,0,13.2,30.2,0,2026-09-21 10:26:23
Mehdya,34.25,-6.625,2026-09-25,33.1,18.7,0.0,0,14.0,31.7,0,2026-09-21 10:26:23
Mehdya,34.25,-6.625,2026-09-26,32.7,17.1,0.0,0,15.0,33.8,3,2026-09-21 10:26:23
Mehdya,34.25,-6.625,2026-09-27,28.0,20.7,0.0,0,11.2,26.3,45,2026-09-21 10:26:23
Meknès,33.875,-5.5625,2026-09-21,35.3,20.4,0.0,0,16.1,39.2,2,2026-09-21 10:25:56
Meknès,33.875,-5.5625,2026-09-22,33.7,19.1,0.0,0,14.0,36.4,0,2026-09-21 10:25:56
Meknès,33.875,-5.5625,2026-09-23,34.1,18.4,0.0,0,13.4,36.4,1,2026-09-21 10:25:56
Meknès,33.875,-5.5625,2026-09-24,35.1,19.2,0.0,0,11.2,30.2,0,2026-09-21 10:25:56
Meknès,33.875,-5.5625,2026-09-25,34.9,18.5,0.0,0,11.4,31.3,0,2026-09-21 10:25:56
Meknès,33.875,-5.5625,2026-09-26,35.8,19.3,0.0,0,17.3,43.6,3,2026-09-21 10:25:56
Meknès,33.875,-5.5625,2026-09-27,33.4,20.8,0.0,0,12.2,28.8,3,2026-09-21 10:25:56
Midalt,32.6875,-4.75,2026-09-21,28.6,15.2,0.0,0,22.1,41.0,3,2026-09-21 10:26:22
Midalt,32.6875,-4.75,2026-09-22,27.5,14.7,0.0,0,17.3,29.9,3,2026-09-21 10:26:22
Midalt,32.6875,-4.75,2026-09-23,28.2,13.2,0.0,0,13.6,20.9,2,2026-09-21 10:26:22
Midalt,32.6875,-4.75,2026-09-24,29.3,13.7,0.0,0,17.1,31.0,0,2026-09-21 10:26:22
Midalt,32.6875,-4.75,2026-09-25,29.1,13.7,0.0,0,19.2,34.2,0,2026-09-21 10:26:22
Midalt,32.6875,-4.75,2026-09-26,28.8,13.2,0.0,0,18.3,29.2,3,2026-09-21 10:26:22
Midalt,32.6875,-4.75,2026-09-27,28.8,15.7,0.0,7,11.5,22.3,3,2026-09-21 10:26:22
Missour,33.0625,-4.0,2026-09-21,30.6,17.6,0.0,3,24.5,39.6,3,2026-09-21 10:26:42
Missour,33.0625,-4.0,2026-09-22,30.3,16.4,0.0,0,22.9,34.9,1,2026-09-21 10:26:42
Missour,33.0625,-4.0,2026-09-23,31.2,14.9,0.0,0,20.4,32.4,0,2026-09-21 10:26:42
Missour,33.0625,-4.0,2026-09-24,32.5,16.3,0.0,0,30.0,46.1,1,2026-09-21 10:26:42
Missour,33.0625,-4.0,2026-09-25,31.5,16.5,0.0,0,24.7,37.4,2,2026-09-21 10:26:42
Missour,33.0625,-4.0,2026-09-26,32.1,15.9,0.0,0,16.7,28.4,3,2026-09-21 10:26:42
Missour,33.0625,-4.0,2026-09-27,33.4,18.4,0.0,5,25.3,38.9,3,2026-09-21 10:26:42
Mohammedia,33.6875,-7.375,2026-09-21,29.8,19.8,0.0,0,13.7,34.2,45,2026-09-21 10:26:02
Mohammedia,33.6875,-7.375,2026-09-22,28.7,19.0,0.0,0,10.6,27.4,45,2026-09-21 10:26:02
Mohammedia,33.6875,-7.375,2026-09-23,26.6,20.0,0.0,0,12.7,31.0,45,2026-09-21 10:26:02
Mohammedia,33.6875,-7.375,2026-09-24,27.7,18.6,0.0,0,11.5,28.8,1,2026-09-21 10:26:02
Mohammedia,33.6875,-7.375,2026-09-25,27.4,18.4,0.0,0,12.6,29.9,3,2026-09-21 10:26:02
Mohammedia,33.6875,-7.375,2026-09-26,31.1,17.9,0.0,0,15.7,29.9,3,2026-09-21 10:26:02
Mohammedia,33.6875,-7.375,2026-09-27,31.3,21.5,0.0,0,15.0,29.5,45,2026-09-21 10:26:02
Moulay Abdallah,33.1875,-8.5625,2026-09-21,30.5,21.1,0.0,0,15.9,24.8,2,2026-09-21 10:26:12
Moulay Abdallah,33.1875,-8.5625,2026-09-22,29.4,19.4,0.0,0,17.6,28.8,45,2026-09-21 10:26:12
Moulay Abdallah,33.1875,-8.5625,2026-09-23,26.9,20.8,0.0,0,17.5,27.7,45,2026-09-21 10:26:12
Moulay Abdallah,33.1875,-8.5625,2026-09-24,27.7,20.6,0.0,0,13.6,21.6,45,2026-09-21 10:26:12
Moulay Abdallah,33.1875,-8.5625,2026-09-25,27.8,21.0,0.0,0,17.1,27.4,45,2026-09-21 10:26:12
Moulay Abdallah,33.1875,-8.5625,2026-09-26,27.2,20.5,0.0,0,11.0,21.6,3,2026-09-21 10:26:12
Moulay Abdallah,33.1875,-8.5625,2026-09-27,26.7,21.2,0.0,0,13.7,25.6,45,2026-09-21 10:26:12
Moulay Bousselham,34.875,-6.25,2026-09-21,32.5,19.5,0.0,0,16.8,28.1,0,2026-09-21 10:26:39
Moulay Bousselham,34.875,-6.25,2026-09-22,31.5,19.6,0.0,0,16.2,28.4,0,2026-09-21 10:26:39
Moulay Bousselham,34.875,-6.25,2026-09-23,28.2,17.1,0.0,0,17.9,29.5,1,2026-09-21 10:26:39
Moulay Bousselham,34.875,-6.25,2026-09-24,31.7,18.0,0.0,0,18.0,29.9,0,2026-09-21 10:26:39
Moulay Bousselham,34.875,-6.25,2026-09-25,30.4,19.5,0.0,0,15.9,27.4,1,2026-09-21 10:26:39
Moulay Bousselham,34.875,-6.25,2026-09-26,34.2,17.1,0.0,0,16.9,34.2,3,2026-09-21 10:26:39
Moulay Bousselham,34.875,-6.25,2026-09-27,29.9,19.0,0.0,0,17.9,31.3,45,2026-09-21 10:26:39
